title,price,isbn,publication_year,language,cover_type,pages_number,book_id,author_id,publisher_id,genre,rating
Перегруженный ковчег,1600.0,9785389119703,2016.0,Russian,Soft,256.0,16655,3348,15,Romance,3.3
Судьба барабанщика,1900.0,9785389119666,2016.0,Russian,Soft,384.0,16656,239,15,Romance,3.1
Ищу человека,3400.0,9785389119512,2021.0,Russian,Hard,352.0,16657,1341,15,Self-Help,2.2
Видения Коди,4400.0,9785389118140,2016.0,Russian,Ultrathin,576.0,16658,490,15,Biography,2.3
У кого что болит,1900.0,9785389118058,2016.0,Russian,Soft,352.0,16659,593,15,Non-Fiction,4.1
"Петровка, 38. Огарева, 6",1800.0,9785389117938,2016.0,Russian,Soft,416.0,16660,2950,15,Self-Help,1.4
Представление,3300.0,9785389117761,2016.0,Russian,Hard,192.0,16661,1341,15,Fantasy,5.0
Три Толстяка,1900.0,9785389116016,2020.0,Russian,Hard,240.0,16662,3259,15,Thriller,1.4
Рок-презентация: как придать своему выступлению страсть и экспрессию,4600.0,9785389116269,2017.0,Russian,Flexible,272.0,16663,4603,15,Mystery,1.1
Чапаев,1600.0,9785389114951,2016.0,Russian,Soft,352.0,16664,4604,15,Fiction,4.6
Аквамен. Книга 2. Другие,6900.0,9785389114395,2016.0,Russian,Hard,216.0,16665,3765,15,History,1.1
Последняя звезда,3700.0,9785389113695,2016.0,Russian,Ultrathin,352.0,16666,3360,15,Fantasy,0.3
Пляж,4200.0,9785389113534,2016.0,Russian,Soft,416.0,16667,4605,19,Science Fiction,1.7
К последнему морю,1900.0,9785389113503,2016.0,Russian,Soft,416.0,16668,4606,15,Mystery,2.2
Птицы и другие истории,1700.0,9785389113466,2016.0,Russian,Soft,320.0,16669,2044,15,Fantasy,1.5
Психология недоверия. Как не попасться на крючок мошенников,4800.0,9785389112728,2016.0,Russian,Hard,416.0,16670,3350,15,Self-Help,3.6
Семнадцать мгновений весны,1700.0,9785389112575,2016.0,Russian,Soft,352.0,16671,2950,15,Non-Fiction,1.6
Американская трагедия,7300.0,9785389112193,2021.0,Russian,Hard,864.0,16672,114,15,Biography,1.5
Лига справедливости. Книга 4. Вечные герои,7500.0,9785389111943,2017.0,Russian,Hard,176.0,16673,3765,15,Fiction,3.7
Лабиринты,4200.0,9785389110724,2017.0,Russian,Ultrathin,512.0,16674,3354,15,Fantasy,4.7
"Незримое, или Тайная жизнь Кэт Морли",1500.0,9785389110502,2016.0,Russian,Soft,480.0,16675,4607,15,Fiction,4.3
Судья и его палач,3100.0,9785389110335,2016.0,Russian,Hard,256.0,16676,3354,15,Science Fiction,1.6
Жизнь коротка,3400.0,9785389109841,2020.0,Russian,Hard,192.0,16677,1341,15,Biography,2.6
Супермен: Пуленепробиваемый,7800.0,9785389109780,2017.0,Russian,Hard,224.0,16678,3816,15,Biography,2.9
До встречи с тобой,4700.0,9785389109476,2023.0,Russian,Hard,480.0,16679,1066,15,Self-Help,4.9
Малое собрание сочинений/Лесков Н.,3200.0,9785389109490,2016.0,Russian,Hard,512.0,16680,1431,15,Thriller,4.0
Зона,3400.0,9785389109445,2021.0,Russian,Hard,244.0,16681,1341,15,Fantasy,0.2
Рыцари,4200.0,9785389108899,2016.0,Russian,Hard,128.0,16682,3561,34,Fantasy,3.6
Гарри Поттер и философский камень,15900.0,9785389108189,2021.0,Russian,Hard,256.0,16683,74,15,Non-Fiction,4.1
Бэтмен. Книга 3. Смерть семьи,8700.0,9785389107465,2016.0,Russian,Hard,168.0,16684,1871,15,Science Fiction,2.9
Река жизни,1700.0,9785389106055,2016.0,Russian,Soft,416.0,16685,2543,15,Fantasy,4.0
Чемодан,3400.0,9785389105799,2023.0,Russian,Hard,160.0,16686,1341,15,Fiction,1.2
Наши,3400.0,9785389105782,2022.0,Russian,Hard,160.0,16687,1341,15,Science Fiction,4.5
Сказки: Издание делюкс. Книга вторая,9300.0,9785389105522,2016.0,Russian,Hard,272.0,16688,4608,15,Romance,3.1
Компромисс,3400.0,9785389105768,2021.0,Russian,Hard,224.0,16689,1341,15,Fantasy,1.8
Не позже полуночи и другие истории,3600.0,9785389105362,2016.0,Russian,Ultrathin,352.0,16690,2044,15,Fiction,2.6
"Малыш и Карлсон, который живёт на крыше",2500.0,9785389104976,2021.0,Russian,Hard,192.0,16691,754,15,Thriller,1.3
Механика небесной и земной любви,4100.0,9785389103665,2017.0,Russian,Ultrathin,448.0,16692,3384,15,Fantasy,0.5
Разин Степан,2200.0,9785389103351,2015.0,Russian,Soft,672.0,16693,4609,15,Fantasy,4.4
В доме веселья,1800.0,9785389103368,2015.0,Russian,Soft,448.0,16694,265,15,Self-Help,1.8
Графические романы/Ооба Ц./Бакуман. Кн.3,7100.0,9785389102668,2021.0,Russian,Hard,408.0,16695,1253,15,Romance,2.7
Кортик. Бронзовая птица. Выстрел,2200.0,9785389102194,2015.0,Russian,Soft,608.0,16696,2110,15,Thriller,2.4
Рандеву и другие рассказы,3600.0,9785389102477,2016.0,Russian,Ultrathin,352.0,16697,2044,15,Thriller,0.6
Агата Мистери. Кн.15. Секрет графа Дракулы,3100.0,9785389101739,2020.0,Russian,Hard,128.0,16698,1418,15,History,2.5
Стена памяти,3400.0,9785389101869,2016.0,Russian,Hard,384.0,16699,704,15,Mystery,0.6
Агата Мистери. Кн.14. Сыщик против сыщика,3100.0,9785389101722,2021.0,Russian,Hard,128.0,16700,1418,15,Non-Fiction,1.0
Ацтек. В 2-х книгах,3600.0,9785389100114,2015.0,Russian,Soft,1312.0,16701,4610,15,Science Fiction,0.8
Рассказы о животных,1600.0,9785389100077,2015.0,Russian,Soft,480.0,16702,4611,15,Biography,2.5
Собиратель ракушек,3400.0,9785389100039,2015.0,Russian,Hard,320.0,16703,704,15,Fantasy,4.5
Ушедший мир,4300.0,9785389099593,2016.0,Russian,Hard,352.0,16704,3760,19,Thriller,0.6
Бакуман. Кн.2,5900.0,9785389098831,2021.0,Russian,Hard,384.0,16705,1253,15,History,1.7
За полшага до счастья,3200.0,9785389098459,2016.0,Russian,Hard,320.0,16706,4612,15,Mystery,2.5
Женщина на лестнице,3300.0,9785389098428,2015.0,Russian,Hard,256.0,16707,439,15,History,0.0
Хранители. Начало: Озимандия. Доктор Манхэттен. Ночная Сова,14500.0,9785389098077,2017.0,Russian,Hard,392.0,16708,4613,15,Biography,0.4
Супермен / Бэтмен: Супердевушка,6900.0,9785389098022,2015.0,Russian,Hard,176.0,16709,2709,15,Biography,4.5
"Будьте готовы, Ваше высочество!",3700.0,9785389097605,2015.0,Russian,Hard,128.0,16710,3577,34,Science Fiction,2.2
Поднятая целина,2700.0,9785389097223,2015.0,Russian,Soft,800.0,16711,2570,15,Mystery,1.1
Малое собрание сочинений/Распутин В.,3300.0,9785389097179,2015.0,Russian,Hard,640.0,16712,2909,15,Thriller,4.4
Русские ученые и изобретатели,3500.0,9785389094406,2015.0,Russian,Hard,128.0,16713,3563,34,Mystery,2.7
Агата Мистери. Кн.12. Таинственная роза Альгамбры,3100.0,9785389093690,2020.0,Russian,Hard,128.0,16714,1418,15,Fiction,3.9
Агата Мистери. Кн.11. Похищение в Ватикане,3100.0,9785389093706,2021.0,Russian,Hard,128.0,16715,1418,15,Science Fiction,1.8
Агата Мистери. Кн. 9. Переполох в Голливуде,3100.0,9785389093676,2021.0,Russian,Hard,128.0,16716,1418,15,History,3.2
Агата Мистери. Кн.10. Опасный круиз,3100.0,9785389093683,2020.0,Russian,Hard,128.0,16717,1418,15,Biography,0.8
Севастопольские рассказы,1800.0,9785389093065,2015.0,Russian,Hard,320.0,16718,491,15,Biography,2.4
Одиссея капитана Блада,1700.0,9785389092907,2015.0,Russian,Soft,384.0,16719,3584,15,Science Fiction,4.7
Бакуман. Кн.1,6900.0,9785389092105,2021.0,Russian,Hard,400.0,16720,1253,15,Fiction,4.1
Песочный человек. Книга третья. Страна снов,10500.0,9785389090996,2015.0,Russian,Ultrathin,184.0,16721,1732,15,Fantasy,4.5
Смертельная красота,8700.0,9785389088689,2015.0,Russian,Hard,80.0,16722,4614,15,Thriller,1.2
Дом тишины,3800.0,9785389089648,2015.0,Russian,Ultrathin,352.0,16723,116,15,Biography,0.5
Щит и меч (комплект из 2 книг),3700.0,9785389088535,2014.0,Russian,Soft,608.0,16724,4615,15,Biography,1.7
Белый отель,1500.0,9785389088429,2014.0,Russian,Soft,320.0,16725,3643,15,Fiction,2.5
Республика воров,4900.0,9785389087842,2017.0,Russian,Hard,672.0,16726,1943,15,Thriller,3.0
Старая Москва,2100.0,9785389087811,2015.0,Russian,Soft,704.0,16727,4616,15,Science Fiction,0.5
Голова как решето. Зачем включать мозги в эпоху гаджетов и Google,5100.0,9785389087804,2017.0,Russian,Hard,352.0,16728,4617,15,Mystery,4.3
Русские ночи,500.0,9785389086876,2014.0,Russian,Soft,320.0,16729,1265,15,Thriller,4.9
Фрэнсис Скотт Фицджеральд,1900.0,9785389086760,2015.0,Russian,Soft,424.0,16730,4618,15,Fantasy,0.7
Кладовая солнца,1900.0,9785389085916,2015.0,Russian,Soft,672.0,16731,4619,15,Mystery,0.9
Рождение трагедии из духа музыки,1700.0,9785389084896,2021.0,Russian,Soft,224.0,16732,435,15,Romance,1.5
Агата Мистери. Кн. 7. Корона Дожа,3100.0,9785389082618,2021.0,Russian,Hard,128.0,16733,1418,15,Non-Fiction,1.2
Агата Мистери. Кн. 8. Погоня за белой жирафой,3100.0,9785389082588,2020.0,Russian,Hard,128.0,16734,1418,15,Fantasy,0.1
Агата Мистери. Кн. 6. Сокровище Бермудских островов,3200.0,9785389082601,2021.0,Russian,Hard,128.0,16735,1418,15,History,0.7
Равная Солнцу,1400.0,9785389081574,2014.0,Russian,Soft,488.0,16736,4620,15,Fiction,3.3
Невыносимая легкость бытия,4400.0,9785389081239,2022.0,Russian,Hard,320.0,16737,109,15,History,1.7
Самоучитель танцев для лунатиков,3700.0,9785389081123,2016.0,Russian,Hard,576.0,16738,4621,15,Mystery,0.9
За спичками,500.0,9785389080843,2014.0,Russian,Soft,384.0,16739,4622,15,Science Fiction,2.0
"Невероятные приключения факира, запертого в шкафу ИКЕА",2900.0,9785389078871,2014.0,Russian,Hard,256.0,16740,4623,15,Self-Help,2.1
Мой мальчик,2900.0,9785389078109,2014.0,Russian,Hard,352.0,16741,686,15,Self-Help,4.6
Гарри Поттер и Принц-полукровка,6900.0,9785389077911,2022.0,Russian,Hard,672.0,16742,74,15,Self-Help,0.2
Десять негритят,4700.0,9785699882861,2016.0,Russian,Hard,288.0,16743,10,35,Science Fiction,4.0
У кромки воды,1000.0,9785699882076,2016.0,Russian,Hard,384.0,16744,4624,35,Biography,3.5
Подкидыш,1100.0,9785699882434,2016.0,Russian,Soft,448.0,16745,4123,35,Fiction,1.3
Маленькая ложь Бога,2200.0,9785699881932,2016.0,Russian,Soft,224.0,16746,4625,35,Romance,3.2
Торговцы во времени,3900.0,9785699881239,2016.0,Russian,Hard,320.0,16747,3270,35,Biography,0.9
Бедная любовь Мусоргского,500.0,9785699879830,2016.0,Russian,Soft,256.0,16748,4626,35,Non-Fiction,4.7
Великий Гэтсби,3600.0,9785699878437,2016.0,Russian,Hard,640.0,16749,937,35,Fantasy,2.4
Отец Сергий,800.0,9785699878567,2016.0,Russian,Soft,64.0,16750,491,35,Fiction,4.5
Сердца трех,2000.0,9785699878109,2016.0,Russian,Soft,480.0,16751,197,35,Biography,0.0
Собор Парижской Богоматери,4400.0,9785699878031,2016.0,Russian,Hard,592.0,16752,225,35,Fiction,3.6
Великий Гэтсби,4400.0,9785699878086,2016.0,Russian,Ultrathin,640.0,16753,937,35,Thriller,2.8
Деловые люди,3500.0,9785699876686,2017.0,Russian,Hard,640.0,16754,1062,35,Self-Help,4.0
Сказания о людях тайги: Хмель. Конь Рыжий. Черный тополь,7900.0,9785699875733,2017.0,Russian,Hard,1328.0,16755,4627,35,Fiction,3.5
Розовый костюм,1000.0,9785699875627,2016.0,Russian,Hard,352.0,16756,4628,35,Science Fiction,0.3
Полное собрание сочинений. Том 12: Бэтман Аполло,6100.0,9785699875672,2016.0,Russian,Hard,512.0,16757,489,35,Mystery,2.8
Волшебные облака,800.0,9785699875528,2016.0,Russian,Soft,128.0,16758,1256,35,Fantasy,4.1
Ищи меня,2300.0,9785699875382,2016.0,Russian,Hard,256.0,16759,1515,35,Self-Help,4.4
Приключения Тома Сойера,1900.0,9785699875252,2017.0,Russian,Soft,256.0,16760,514,35,Fantasy,3.6
Отец Браун: лучшие дела,3600.0,9785699875238,2017.0,Russian,Soft,416.0,16761,1777,35,Science Fiction,4.0
Супружество как точная наука,800.0,9785699875245,2016.0,Russian,Soft,64.0,16762,1062,35,Self-Help,2.1
Костер и другие лучшие рассказы,3500.0,9785699875191,2017.0,Russian,Soft,336.0,16763,197,35,Science Fiction,3.0
Загадочная история Бенджамина Баттона,800.0,9785699875184,2017.0,Russian,Soft,96.0,16764,937,35,Romance,0.6
Серебряная книга сказок,4500.0,9785699874767,2016.0,Russian,Hard,200.0,16765,3599,35,Romance,2.2
De Profundis. Из глубин. Тюремная исповедь,1400.0,9785699873722,2016.0,Russian,Soft,160.0,16766,121,35,Fiction,0.1
И дольше века длится день. Плаха,4400.0,9785699872794,2016.0,Russian,Hard,640.0,16767,3310,35,Science Fiction,2.3
Никогда не сдавайтесь! Сборник рассказов,2500.0,9785699873548,2016.0,Russian,Soft,224.0,16768,197,35,Fiction,1.5
Алиса в Стране чудес и в Зазеркалье,5400.0,9785699872183,2017.0,Russian,Hard,608.0,16769,62,35,Romance,4.7
Драгоценности,1000.0,9785699871605,2017.0,Russian,Soft,512.0,16770,4573,35,Mystery,2.3
Кролики и удавы,4400.0,9785699871087,2016.0,Russian,Hard,640.0,16771,3540,35,Romance,1.4
Капкан времён,5900.0,9785699869879,2016.0,Russian,Hard,736.0,16772,4629,35,Fiction,3.8
Антихрист. Ecce Homo,1400.0,9785699869923,2016.0,Russian,Soft,320.0,16773,435,35,Mystery,2.7
Анна Каренина,2900.0,9785699865529,2016.0,Russian,Soft,960.0,16774,491,35,Science Fiction,3.2
Повесть о Ходже Насреддине,1700.0,9785699866472,2016.0,Russian,Soft,416.0,16775,4630,35,Self-Help,4.8
"Джек Ричер, или Никогда не возвращайся",4300.0,9785699865789,2016.0,Russian,Ultrathin,416.0,16776,404,35,Mystery,4.9
Большие надежды,2200.0,9785699864843,2017.0,Russian,Soft,512.0,16777,207,35,History,3.2
Узкая дорога на дальний север,5000.0,9785699862382,2016.0,Russian,Ultrathin,416.0,16778,2651,35,Fantasy,2.9
Стратегии тоже нужна стратегия,6300.0,9785699860975,2016.0,Russian,Hard,272.0,16779,4631,35,Thriller,2.8
Шаг за край,1000.0,9785699862368,2016.0,Russian,Hard,384.0,16780,4632,35,Mystery,4.0
Книга о разнообразии мира,1400.0,9785699860739,2016.0,Russian,Soft,160.0,16781,2234,35,Biography,5.0
Выстрел,1500.0,9785699859382,2016.0,Russian,Hard,224.0,16782,2110,35,Science Fiction,1.2
Портрет художника в юности. Герой Стивен. Ранняя проза,4300.0,9785699859320,2016.0,Russian,Hard,640.0,16783,1559,35,Fiction,4.6
Алиса в Стране чудес. Алиса в Зазеркалье,3500.0,9785699858859,2016.0,Russian,Soft,352.0,16784,62,35,Fiction,0.1
"""Скандал в Богемии"" и другие лучшие дела Шерлока Холмса",3500.0,9785699858873,2016.0,Russian,Soft,320.0,16785,384,35,Thriller,4.5
"Рука, кормящая тебя",800.0,9785699857814,2016.0,Russian,Hard,352.0,16786,4633,35,Self-Help,3.7
Прибежище,2900.0,9785699857500,2016.0,Russian,Ultrathin,416.0,16787,4634,35,Science Fiction,2.7
"Фрэнк Синатра. ""Я делал все по-своему""",6000.0,9785699854974,2016.0,Russian,Ultrathin,576.0,16788,4635,35,Fiction,3.6
Сцены из провинциальной жизни,9200.0,9785699848348,2015.0,Russian,Hard,544.0,16789,1227,35,Non-Fiction,1.4
"Девушка, которая играла с огнем",4800.0,9785699850457,2017.0,Russian,Ultrathin,608.0,16790,3630,35,Romance,3.7
"100 стихотворений, которые растрогают самых суровых мужчин",1900.0,9785699847488,2016.0,Russian,Hard,192.0,16791,4636,35,Non-Fiction,0.4
Ворон,1900.0,9785699846108,2016.0,Russian,Hard,526.0,16792,7,35,Biography,2.3
Тихий Дон: Книги 1-2,4000.0,9785699844920,2016.0,Russian,Soft,864.0,16793,2570,35,Biography,0.2
Relax-блокнот для раскрашивания,2000.0,9785699845132,2015.0,Russian,Soft,128.0,16794,2661,35,Thriller,2.5
Песни. Стихотворения,4400.0,9785699840540,2015.0,Russian,Hard,640.0,16795,422,35,Self-Help,3.4
Загадка лондонского Мясника,800.0,9785699844302,2015.0,Russian,Hard,352.0,16796,4637,35,Science Fiction,1.0
Лирика,4100.0,9785699843930,2017.0,Russian,Hard,704.0,16797,2364,35,Science Fiction,2.7
Обманчивая реальность,3300.0,9785699843121,2015.0,Russian,Hard,512.0,16798,2555,35,Mystery,4.6
Дама с собачкой,3600.0,9785699843923,2017.0,Russian,Hard,656.0,16799,379,35,Fiction,4.3
50 позитивных идей для раскраски и отправки,2600.0,9785699842544,2016.0,Russian,Soft,112.0,16800,2661,35,Mystery,4.7
Ветер в ивах,1600.0,9785699841868,2017.0,Russian,Hard,256.0,16801,2121,35,Thriller,0.5
Доктор Живаго,4400.0,9785699841165,2016.0,Russian,Hard,608.0,16802,1436,35,Fantasy,1.4
Всё за любовь - All For Love,2500.0,9785699840588,2012.0,Russian,Soft,224.0,16803,197,35,Non-Fiction,4.4
В краю солнца,1200.0,9785699839414,2015.0,Russian,Hard,352.0,16804,4637,35,History,0.3
Лучшие повести на английском,1200.0,9785699837175,2016.0,Russian,Soft,384.0,16805,207,35,Fantasy,0.4
Соратники или наемники,3900.0,9785699836512,2017.0,Russian,Hard,304.0,16806,4638,35,Self-Help,0.8
Где взять денег? = Get Rich or Die Trying...,2500.0,9785699835829,2016.0,Russian,Soft,224.0,16807,384,35,Fiction,1.1
Молчание ягнят,5300.0,9785699835645,2017.0,Russian,Hard,416.0,16808,1788,35,Self-Help,4.5
Истории большого города = Big City Stories,2500.0,9785699835683,2016.0,Russian,Soft,224.0,16809,1062,35,Romance,1.0
От Руси к России,2000.0,9785699832835,2015.0,Russian,Soft,384.0,16810,2951,35,Romance,0.7
Священная книга оборотня,7500.0,9785699834150,2015.0,Russian,Ultrathin,384.0,16811,489,35,Mystery,3.5
Почтамт. Женщины. Макулатура,4500.0,9785699832743,2016.0,Russian,Hard,768.0,16812,1646,35,Thriller,3.5
Путешествия Гулливера,1600.0,9785699832736,2015.0,Russian,Hard,160.0,16813,551,35,Self-Help,4.7
Золотой жук. Рассказы. Стихотворения,5400.0,9785699831944,2017.0,Russian,Hard,640.0,16814,7,35,Science Fiction,3.4
Кот и луна,1900.0,9785699832699,2015.0,Russian,Hard,416.0,16815,4639,35,Non-Fiction,0.9
Дикие карты,3600.0,9785699828050,2015.0,Russian,Hard,480.0,16816,1875,35,Thriller,0.6
Вечера на хуторе близ Диканьки,7900.0,9785699824069,2016.0,Russian,Hard,260.0,16817,682,35,Romance,0.1
Сказки,7000.0,9785699823734,2015.0,Russian,Hard,176.0,16818,61,35,History,3.4
Кондуит и Швамбрания,1600.0,9785699824038,2016.0,Russian,Hard,352.0,16819,3577,35,Thriller,0.8
Евгений Онегин,1800.0,9785699823284,2018.0,Russian,Soft,224.0,16820,389,35,Self-Help,1.7
Любимые стихотворения в одном томе,8100.0,9785699821624,2016.0,Russian,Hard,800.0,16821,4640,35,Self-Help,4.4
Приключения Пиноккио,4700.0,9785699821266,2017.0,Russian,Hard,180.0,16822,4641,35,Self-Help,2.5
Шанхай: Путеводитель (+ карта города),500.0,9785699821051,2015.0,Russian,Soft,128.0,16823,3261,35,Romance,1.6
"Девушка, которая застряла в паутине",3900.0,9785699820399,2015.0,Russian,Ultrathin,480.0,16824,4642,35,History,3.1
Решайся! Заряд на создание великого от основателя Twitter,5100.0,9785699820030,2015.0,Russian,Hard,256.0,16825,4643,35,Mystery,4.3
Истины и максимы великого диктатора,1400.0,9785699817986,2015.0,Russian,Soft,128.0,16826,4644,35,Biography,3.8
Алые паруса,4400.0,9785699817672,2016.0,Russian,Hard,640.0,16827,2523,35,Non-Fiction,0.2
"Кодекс состоятельных. Живи, как 1% населения в мире",7100.0,9785699817085,2017.0,Russian,Hard,272.0,16828,4645,35,Thriller,2.6
Конец капитализма? 14 антидотов от болезней рыночной экономики,7000.0,9785699817061,2016.0,Russian,Hard,288.0,16829,544,35,Science Fiction,2.2
Джейн Эйр,2200.0,9785699814978,2016.0,Russian,Soft,704.0,16830,382,35,Fiction,0.5
Сын полка,1700.0,9785699814053,2016.0,Russian,Hard,192.0,16831,3705,35,Romance,1.2
Темные аллеи,4400.0,9785699814947,2016.0,Russian,Hard,640.0,16832,236,35,Fantasy,3.4
Теплый хлеб. Сказки и рассказы,1700.0,9785699813940,2016.0,Russian,Hard,256.0,16833,1461,35,Fantasy,0.2
Бизнес и Трансерфинг. Нейро-квантовый метод успеха,4800.0,9785699799855,2015.0,Russian,Hard,320.0,16834,4646,35,Romance,0.3
Вдали от обезумевшей толпы,2200.0,9785699813230,2017.0,Russian,Soft,480.0,16835,2871,35,Biography,1.4
Орудие ведьмы - любовь,3200.0,9785699812417,2015.0,Russian,Hard,416.0,16836,2555,35,Fantasy,2.0
Философские повести,4600.0,9785699811113,2016.0,Russian,Hard,672.0,16837,2595,35,Science Fiction,4.2
Кролики и удавы,1900.0,9785699810727,2015.0,Russian,Soft,288.0,16838,3540,35,Science Fiction,3.8
Динозавры. Полная энциклопедия,8600.0,9785699810482,2015.0,Russian,Hard,256.0,16839,4647,35,Romance,4.0
Мертвые души,4500.0,9785699807901,2016.0,Russian,Hard,768.0,16840,682,35,Mystery,1.2
История России. Полная энциклопедия,8600.0,9785699807277,2015.0,Russian,Hard,256.0,16841,2590,35,Non-Fiction,4.7
Родос,500.0,9785699806263,2015.0,Russian,Soft,128.0,16842,4648,35,Romance,2.0
"Трое в лодке, не считая собаки. Лучшие главы (+CD)",3000.0,9785699806454,2015.0,Russian,Soft,224.0,16843,2515,35,Biography,3.0
Рим,500.0,9785699806256,2017.0,Russian,Soft,128.0,16844,3261,35,Biography,4.5
Сонеты,2200.0,9785699804283,2017.0,Russian,Soft,336.0,16845,359,35,Thriller,2.9
Фантастические существа. Полная энциклопедия,8500.0,9785699805938,2016.0,Russian,Hard,248.0,16846,4649,35,Fantasy,0.6
Поселок,2000.0,9785699803774,2015.0,Russian,Soft,384.0,16847,2492,35,Romance,0.2
Английский шаг за шагом. Часть 3 (+CD),4500.0,9785699802647,2015.0,Russian,Hard,336.0,16848,3992,35,Fiction,4.2
За морем,1000.0,9785699802753,2015.0,Russian,Hard,640.0,16849,4650,35,Mystery,4.3
Джейн Эйр,4300.0,9785699800896,2017.0,Russian,Hard,608.0,16850,382,35,Fiction,0.6
Стихи и песни о войне 1941-1945,1900.0,9785699800469,2017.0,Russian,Hard,352.0,16851,2364,35,Fiction,3.2
Возвращение Шерлока Холмса,4400.0,9785699799923,2016.0,Russian,Hard,640.0,16852,384,35,Mystery,2.9
Апокалипсис нашего времени,4700.0,9785699790593,2015.0,Russian,Hard,640.0,16853,2331,35,Fantasy,4.0
Снайпер,6200.0,9785699795390,2015.0,Russian,Hard,384.0,16854,4651,35,Fantasy,0.5
Портрет Дориана Грея. Пьесы. Сказки,4300.0,9785699795017,2016.0,Russian,Ultrathin,608.0,16855,121,35,History,1.3
Год с Питером Друкером. 52 недели тренировки эффективного руководителя,11300.0,9785699793280,2016.0,Russian,Soft,256.0,16856,4652,35,Science Fiction,3.2
"Год без костюма. Wordpress.com учит, как сотрудники могут работать удаленно и эффективно",6300.0,9785699793266,2015.0,Russian,Hard,304.0,16857,4653,35,Self-Help,0.8
Критика практического разума,1400.0,9785699784011,2015.0,Russian,Soft,224.0,16858,1426,35,Thriller,2.7
Лучшие повести и рассказы о любви в одном томе,5600.0,9785699787555,2015.0,Russian,Hard,928.0,16859,389,35,Fantasy,4.5
Вена,500.0,9785699786596,2015.0,Russian,Soft,128.0,16860,4654,16,Mystery,4.1
Дикие карты. Книга 8. Одноглазые валеты,3800.0,9785699784318,2015.0,Russian,Hard,448.0,16861,1875,35,Fantasy,2.1
Поселок,500.0,9785699785759,2015.0,Russian,Soft,384.0,16862,2492,35,Self-Help,3.0
Учимся с Принцессами: для детей 5-6 лет,2800.0,9785699778959,2015.0,Russian,Soft,64.0,16863,2664,35,Biography,3.7
Учимся с Принцессами: для детей 4-5 лет,2800.0,9785699778935,2015.0,Russian,Soft,64.0,16864,2664,35,Self-Help,2.7
Трилогия о капитане Немо и Наутилусе в 1 томе,7200.0,9785699778096,2017.0,Russian,Hard,1344.0,16865,617,35,Self-Help,3.7
Учимся с Принцессами. Для детей 3-4 лет,2800.0,9785699778898,2015.0,Russian,Soft,64.0,16866,2664,35,Romance,1.0
Банкнота в миллион фунтов стерлингов,3500.0,9785699778034,2015.0,Russian,Soft,320.0,16867,514,35,Romance,3.3
Лесные домишки,6200.0,9785699777907,2016.0,Russian,Hard,128.0,16868,2531,35,Thriller,1.1
Песни. Стихотворения,4400.0,9785699775231,2015.0,Russian,Ultrathin,640.0,16869,422,35,Biography,1.8
Великий Гэтсби и другие лучшие произведения Ф.С. Фицджеральда,1500.0,9785699776672,2015.0,Russian,Soft,560.0,16870,937,35,Biography,1.9
Love is… Ты - моя любовь,2200.0,9785699773183,2014.0,Russian,Hard,16.0,16871,3314,35,Self-Help,0.1
Love is… Моему единственному,2200.0,9785699773190,2014.0,Russian,Hard,16.0,16872,3314,35,Mystery,0.5
Love is... Желаю счастливой любви,1700.0,9785699773121,2015.0,Russian,Hard,68.0,16873,3314,35,Science Fiction,2.2
Дом духов,4200.0,9785699772414,2015.0,Russian,Ultrathin,384.0,16874,4655,35,History,1.7
Идиот,4100.0,9785699766123,2016.0,Russian,Hard,800.0,16875,493,35,Fiction,4.6
Черная роза,1700.0,9785699762217,2014.0,Russian,Soft,416.0,16876,2555,35,Thriller,1.4
Только один год,1000.0,9785699766086,2015.0,Russian,Hard,352.0,16877,2755,35,Fantasy,1.4
Марсианские хроники,1700.0,9785699760626,2016.0,Russian,Soft,352.0,16878,1236,35,Non-Fiction,0.6
Марш Радецкого,1400.0,9785699758630,2014.0,Russian,Soft,480.0,16879,4656,35,Non-Fiction,2.1
Вокруг света в восемьдесят дней. Двадцать тысяч лье под водой,4400.0,9785699758791,2017.0,Russian,Hard,640.0,16880,617,35,Non-Fiction,2.0
Фауст,4400.0,9785699756292,2017.0,Russian,Hard,672.0,16881,722,35,Fantasy,4.0
Тихий Дон: Книги 3-4,4100.0,9785699754144,2016.0,Russian,Soft,992.0,16882,2570,35,Fantasy,1.3
12 лет рабства,3600.0,9785699754366,2014.0,Russian,Hard,504.0,16883,1792,35,Non-Fiction,1.6
Тихий Дон: Книги 1-2,4000.0,9785699753994,2016.0,Russian,Soft,864.0,16884,2570,35,Biography,3.2
Как жить дольше 50 лет,2900.0,9785699753475,2014.0,Russian,Soft,360.0,16885,4657,35,Thriller,0.5
Горе от ума,4400.0,9785699753529,2016.0,Russian,Hard,612.0,16886,2489,35,Non-Fiction,1.8
Случайный роман,2500.0,9785699751679,2016.0,Russian,Hard,320.0,16887,4658,35,Romance,4.6
Наша маленькая жизнь,1900.0,9785699752171,2014.0,Russian,Flexible,432.0,16888,4659,35,Mystery,1.1
Тайна Марии Стюарт,500.0,9785699745074,2014.0,Russian,Hard,576.0,16889,4660,35,Non-Fiction,4.5
Бабушки,1300.0,9785699746309,2016.0,Russian,Soft,416.0,16890,4661,35,Biography,4.4
Азиатский рецепт,4200.0,9785699743209,2014.0,Russian,Hard,352.0,16891,4655,35,Fiction,2.2
